runs,wickets,overs,runs_last_5,wickets_last_5,total
14,0,2.3,14,0,148
15,0,2.4,15,0,148
15,0,2.5,15,0,148
16,0,2.6,16,0,148
16,0,3.1,16,0,148
16,0,3.2,16,0,148
20,0,3.3,20,0,148
24,0,3.4,24,0,148
24,0,3.5,24,0,148
24,0,3.6,24,0,148
24,0,4.1,24,0,148
24,0,4.2,24,0,148
24,0,4.3,24,0,148
25,0,4.4,25,0,148
25,0,4.5,25,0,148
25,0,4.6,25,0,148
26,0,5.1,26,0,148
28,0,5.2,28,0,148
32,0,5.3,32,0,148
36,0,5.4,35,0,148
36,0,5.5,34,0,148
42,0,5.6,40,0,148
42,0,6.1,40,0,148
46,0,6.2,44,0,148
46,0,6.3,44,0,148
47,0,6.4,45,0,148
48,0,6.5,40,0,148
50,0,6.6,42,0,148
51,0,7.1,43,0,148
52,0,7.2,43,0,148
53,0,7.3,39,0,148
54,0,7.3,39,0,148
58,0,7.4,43,0,148
60,0,7.4,44,0,148
60,1,7.5,44,1,148
61,1,7.6,45,1,148
62,1,8.1,42,1,148
63,1,8.2,39,1,148
64,1,8.3,40,1,148
64,1,8.4,40,1,148
65,1,8.5,41,1,148
65,1,8.6,41,1,148
65,1,9.1,41,1,148
66,1,9.2,41,1,148
70,1,9.3,45,1,148
72,1,9.4,47,1,148
78,1,9.5,52,1,148
84,1,9.6,56,1,148
85,1,10.1,53,1,148
85,1,10.2,49,1,148
86,1,10.3,50,1,148
86,2,10.4,44,2,148
86,2,10.5,44,2,148
86,2,10.6,40,2,148
87,2,11.1,41,2,148
91,2,11.2,44,2,148
92,2,11.3,44,2,148
93,2,11.4,43,2,148
93,2,11.5,42,2,148
93,2,11.6,41,2,148
93,2,12.1,40,2,148
93,2,12.2,39,2,148
99,2,12.3,41,2,148
99,3,12.4,39,3,148
99,3,12.5,39,2,148
102,3,12.6,41,2,148
103,3,13.1,41,2,148
104,3,13.2,41,2,148
104,3,13.3,40,2,148
105,3,13.4,41,2,148
106,3,13.5,41,2,148
106,3,13.6,41,2,148
107,3,14.1,42,2,148
107,3,14.2,41,2,148
113,3,14.3,43,2,148
114,3,14.4,42,2,148
114,3,14.5,36,2,148
114,4,14.6,30,3,148
114,4,15.1,29,3,148
115,4,15.2,30,3,148
117,4,15.3,31,3,148
118,4,15.4,32,2,148
119,4,15.5,33,2,148
120,4,15.6,34,2,148
121,4,16.1,34,2,148
122,4,16.2,31,2,148
122,4,16.3,30,2,148
123,4,16.4,30,2,148
129,4,16.5,36,2,148
129,4,16.6,36,2,148
133,4,17.1,40,2,148
133,5,17.2,40,3,148
133,5,17.3,34,3,148
133,5,17.4,34,2,148
134,5,17.5,35,2,148
136,5,17.6,34,2,148
136,6,18.1,33,3,148
137,6,18.2,33,3,148
137,7,18.3,33,4,148
138,7,18.4,33,4,148
139,7,18.5,33,4,148
140,7,18.6,34,4,148
141,7,19.1,34,4,148
145,7,19.2,38,4,148
147,7,19.3,34,4,148
147,8,19.4,33,5,148
147,8,19.5,33,5,148
148,8,19.6,34,4,148
0,0,0.1,0,0,186
0,0,0.2,0,0,186
0,0,0.3,0,0,186
1,0,0.4,1,0,186
1,0,0.5,1,0,186
1,0,0.6,1,0,186
1,0,1.1,1,0,186
1,0,1.2,1,0,186
1,0,1.3,1,0,186
2,0,1.4,2,0,186
3,0,1.5,3,0,186
9,0,1.6,9,0,186
10,0,2.1,10,0,186
10,0,2.2,10,0,186
16,0,2.3,16,0,186
20,0,2.4,20,0,186
20,0,2.5,20,0,186
22,0,2.6,22,0,186
22,0,3.1,22,0,186
23,0,3.2,23,0,186
23,0,3.3,23,0,186
24,0,3.4,24,0,186
24,0,3.5,24,0,186
28,0,3.6,28,0,186
28,0,4.1,28,0,186
28,0,4.2,28,0,186
28,0,4.3,28,0,186
29,0,4.4,29,0,186
29,0,4.5,29,0,186
33,0,4.6,33,0,186
33,0,5.1,33,0,186
33,0,5.2,33,0,186
33,1,5.3,33,1,186
33,1,5.4,32,1,186
33,1,5.5,32,1,186
34,1,5.6,33,1,186
35,1,6.1,34,1,186
35,1,6.2,34,1,186
36,1,6.3,35,1,186
36,1,6.4,34,1,186
37,1,6.5,34,1,186
37,1,6.6,28,1,186
38,1,7.1,28,1,186
38,1,7.2,28,1,186
39,1,7.3,23,1,186
41,1,7.4,21,1,186
43,1,7.5,23,1,186
44,1,7.6,22,1,186
45,2,8.1,23,2,186
46,2,8.2,23,2,186
48,2,8.3,25,2,186
49,2,8.4,25,2,186
50,2,8.5,26,2,186
50,2,8.6,22,2,186
52,2,9.1,24,2,186
53,2,9.2,25,2,186
54,2,9.3,26,2,186
55,2,9.4,26,2,186
56,2,9.5,27,2,186
60,2,9.6,27,2,186
61,2,10.1,28,2,186
63,2,10.2,30,2,186
64,2,10.3,31,1,186
68,2,10.4,35,1,186
70,2,10.5,37,1,186
74,2,10.6,40,1,186
75,2,11.1,40,1,186
77,2,11.2,42,1,186
78,2,11.3,42,1,186
82,2,11.4,46,1,186
88,2,11.5,51,1,186
92,2,11.6,55,1,186
93,2,12.1,55,1,186
94,2,12.2,56,1,186
94,3,12.3,55,2,186
95,3,12.4,54,2,186
95,3,12.5,52,2,186
95,3,12.6,51,2,186
95,3,13.1,50,1,186
99,3,13.2,53,1,186
99,3,13.3,51,1,186
99,3,13.4,50,1,186
101,3,13.5,51,1,186
103,3,13.6,53,1,186
107,3,14.1,55,1,186
107,4,14.2,54,2,186
107,4,14.3,53,2,186
107,4,14.4,52,2,186
107,4,14.5,51,2,186
108,4,14.6,48,2,186
109,4,15.1,48,2,186
110,4,15.1,47,2,186
110,4,15.2,46,2,186
111,4,15.3,43,2,186
113,4,15.4,43,2,186
115,4,15.5,41,2,186
115,4,15.6,40,2,186
115,4,16.1,38,2,186
121,4,16.2,43,2,186
127,4,16.3,45,2,186
133,4,16.4,45,2,186
134,4,16.5,42,2,186
136,4,16.6,43,2,186
137,4,17.0,43,2,186
138,4,17.1,44,1,186
139,4,17.2,44,1,186
145,4,17.3,50,1,186
146,4,17.4,51,1,186
146,4,17.5,51,1,186
150,4,17.6,51,1,186
151,4,18.0,52,1,186
152,4,18.1,53,1,186
153,4,18.2,52,1,186
153,4,18.3,50,1,186
153,4,18.4,46,1,186
159,4,18.5,52,0,186
159,4,18.6,52,0,186
160,4,19.1,53,0,186
161,4,19.1,54,0,186
167,4,19.2,59,0,186
173,4,19.3,64,0,186
179,4,19.4,69,0,186
180,4,19.4,70,0,186
186,4,19.5,75,0,186
186,4,19.6,73,0,186
4,0,0.1,4,0,205
5,0,0.2,5,0,205
5,0,0.3,5,0,205
5,0,0.4,5,0,205
5,0,0.5,5,0,205
6,0,0.6,6,0,205
7,0,1.1,7,0,205
8,0,1.2,8,0,205
9,0,1.2,9,0,205
9,0,1.3,9,0,205
9,0,1.4,9,0,205
9,0,1.5,9,0,205
10,0,1.6,10,0,205
11,0,2.1,11,0,205
15,0,2.2,15,0,205
15,0,2.3,15,0,205
16,0,2.4,16,0,205
17,0,2.5,17,0,205
18,0,2.6,18,0,205
18,0,3.1,18,0,205
19,0,3.1,19,0,205
19,0,3.2,19,0,205
21,0,3.3,21,0,205
21,0,3.4,21,0,205
22,0,3.4,22,0,205
23,0,3.5,23,0,205
23,0,3.6,23,0,205
25,0,4.0,25,0,205
30,0,4.0,30,0,205
30,0,4.1,30,0,205
34,0,4.2,30,0,205
40,0,4.3,35,0,205
44,0,4.4,39,0,205
48,0,4.5,43,0,205
49,0,4.6,44,0,205
49,0,5.1,43,0,205
53,0,5.2,46,0,205
53,0,5.3,45,0,205
54,0,5.4,45,0,205
54,0,5.5,45,0,205
55,0,5.6,46,0,205
55,0,6.1,46,0,205
55,0,6.2,45,0,205
55,0,6.3,44,0,205
55,0,6.4,40,0,205
55,0,6.5,40,0,205
57,0,6.6,41,0,205
57,0,7.1,40,0,205
58,0,7.2,40,0,205
59,0,7.3,41,0,205
59,0,7.4,40,0,205
65,0,7.5,46,0,205
65,0,7.6,44,0,205
65,1,8.1,44,1,205
65,1,8.2,43,1,205
65,1,8.3,42,1,205
66,1,8.4,43,1,205
66,1,8.5,41,1,205
67,1,8.6,37,1,205
68,1,9.1,38,1,205
69,1,9.2,35,1,205
70,1,9.3,30,1,205
70,1,9.4,26,1,205
71,1,9.5,23,1,205
72,1,9.6,23,1,205
73,1,10.1,24,1,205
79,1,10.2,26,1,205
81,1,10.3,28,1,205
82,1,10.4,28,1,205
82,1,10.5,28,1,205
83,1,10.6,28,1,205
88,1,11.0,33,1,205
88,2,11.1,33,2,205
89,2,11.2,34,2,205
90,2,11.3,35,2,205
90,2,11.4,35,2,205
91,2,11.5,34,2,205
92,2,11.6,35,2,205
92,2,12.1,34,2,205
93,2,12.2,34,2,205
95,2,12.3,36,2,205
96,2,12.4,31,2,205
102,2,12.5,37,2,205
108,2,12.6,43,1,205
108,2,13.1,43,1,205
108,2,13.2,43,1,205
109,2,13.3,43,1,205
110,2,13.4,44,1,205
110,2,13.5,43,1,205
111,2,13.6,43,1,205
117,2,14.1,48,1,205
118,2,14.2,48,1,205
118,2,14.3,48,1,205
124,2,14.4,53,1,205
125,2,14.5,53,1,205
127,2,14.6,54,1,205
128,2,15.1,49,1,205
129,2,15.2,48,1,205
129,2,15.3,47,1,205
133,2,15.4,51,1,205
137,2,15.5,54,1,205
138,2,15.6,50,1,205
139,2,16.1,51,0,205
143,2,16.2,54,0,205
143,2,16.3,53,0,205
147,2,16.4,57,0,205
148,2,16.5,57,0,205
149,2,16.6,57,0,205
149,2,17.1,57,0,205
150,2,17.2,57,0,205
156,2,17.3,61,0,205
160,2,17.4,64,0,205
166,2,17.5,64,0,205
167,2,17.6,59,0,205
168,2,18.0,60,0,205
169,3,18.1,61,1,205
173,3,18.2,64,1,205
180,3,18.2,70,1,205
183,3,18.3,73,1,205
183,4,18.4,72,2,205
187,4,18.5,70,2,205
193,4,18.6,75,2,205
194,4,19.1,76,2,205
196,4,19.1,72,2,205
196,5,19.2,71,3,205
197,5,19.3,70,3,205
198,5,19.4,70,3,205
204,5,19.5,75,3,205
205,5,19.6,76,3,205
0,0,0.1,0,0,141
1,0,0.2,1,0,141
1,0,0.3,1,0,141
1,0,0.4,1,0,141
3,0,0.4,3,0,141
3,0,0.5,3,0,141
3,0,0.6,3,0,141
3,0,1.1,3,0,141
3,0,1.2,3,0,141
7,0,1.3,7,0,141
8,0,1.4,8,0,141
9,0,1.5,9,0,141
12,0,1.6,12,0,141
12,0,2.1,12,0,141
12,1,2.2,12,1,141
13,1,2.2,13,1,141
15,1,2.2,15,1,141
16,1,2.2,16,1,141
17,1,2.3,17,1,141
17,1,2.4,17,1,141
23,1,2.5,23,1,141
23,1,2.6,23,1,141
23,1,3.1,23,1,141
23,1,3.2,23,1,141
27,1,3.3,27,1,141
27,1,3.4,27,1,141
31,1,3.5,31,1,141
32,1,3.6,32,1,141
33,1,4.1,33,1,141
33,1,4.2,33,1,141
33,1,4.3,33,1,141
35,1,4.4,34,1,141
35,1,4.5,34,1,141
35,1,4.6,34,1,141
35,2,5.1,32,2,141
35,2,5.2,32,2,141
35,2,5.3,32,2,141
35,2,5.4,32,2,141
36,2,5.5,33,2,141
37,2,5.6,30,2,141
37,2,6.1,29,2,141
41,2,6.2,32,2,141
41,2,6.3,29,2,141
42,2,6.4,30,2,141
42,2,6.5,30,1,141
43,2,6.6,30,1,141
43,2,7.1,28,1,141
44,2,7.2,28,1,141
45,2,7.3,28,1,141
45,2,7.4,28,1,141
46,2,7.5,23,1,141
46,2,7.6,23,1,141
48,2,8.1,25,1,141
48,2,8.2,25,1,141
49,2,8.3,22,1,141
53,2,8.4,26,1,141
55,2,8.5,24,1,141
56,2,8.6,24,1,141
58,2,9.1,25,1,141
59,2,9.2,26,1,141
60,2,9.3,27,1,141
61,2,9.4,26,1,141
61,2,9.5,26,1,141
62,2,9.6,27,1,141
62,2,10.1,27,0,141
62,2,10.2,27,0,141
62,2,10.3,27,0,141
63,2,10.4,28,0,141
63,2,10.5,27,0,141
64,2,10.6,27,0,141
65,2,11.1,28,0,141
65,2,11.2,24,0,141
66,2,11.3,25,0,141
70,2,11.4,28,0,141
70,3,11.5,28,1,141
70,3,11.6,27,1,141
70,3,12.1,27,1,141
70,3,12.2,26,1,141
71,3,12.3,26,1,141
71,3,12.4,26,1,141
72,3,12.5,26,1,141
76,3,12.6,30,1,141
78,3,13.1,30,1,141
78,3,13.2,30,1,141
84,3,13.3,35,1,141
88,3,13.4,35,1,141
89,3,13.5,34,1,141
93,3,13.6,37,1,141
94,3,14.1,36,1,141
94,3,14.2,35,1,141
95,3,14.3,35,1,141
98,3,14.4,37,1,141
99,3,14.5,38,1,141
99,3,14.6,37,1,141
99,3,15.1,37,1,141
101,3,15.2,39,1,141
107,3,15.3,45,1,141
108,3,15.3,45,1,141
114,3,15.4,51,1,141
115,3,15.5,51,1,141
115,4,15.6,50,2,141
116,4,16.1,51,2,141
116,4,16.2,50,2,141
116,4,16.3,46,2,141
118,4,16.4,48,1,141
119,4,16.5,49,1,141
123,4,16.6,53,1,141
124,4,17.1,54,1,141
125,4,17.2,54,1,141
126,4,17.3,55,1,141
128,4,17.4,56,1,141
128,4,17.5,52,1,141
128,4,17.6,50,1,141
129,4,18.1,51,1,141
130,4,18.2,46,1,141
131,4,18.3,43,1,141
135,4,18.4,46,1,141
136,4,18.5,43,1,141
137,4,18.6,43,1,141
138,4,19.1,44,1,141
138,5,19.2,43,2,141
139,5,19.3,41,2,141
140,5,19.4,41,2,141
140,5,19.5,41,2,141
141,5,19.6,42,2,141
0,0,0.1,0,0,201
4,0,0.2,4,0,201
5,0,0.3,5,0,201
6,0,0.4,6,0,201
6,0,0.5,6,0,201
7,0,0.6,7,0,201
11,0,1.1,11,0,201
15,0,1.2,15,0,201
15,0,1.3,15,0,201
15,0,1.4,15,0,201
15,0,1.5,15,0,201
19,0,1.6,19,0,201
19,0,2.1,19,0,201
19,0,2.2,19,0,201
19,0,2.3,19,0,201
19,0,2.4,19,0,201
20,0,2.5,20,0,201
20,0,2.6,20,0,201
21,0,3.1,21,0,201
22,0,3.2,22,0,201
23,0,3.3,23,0,201
27,0,3.4,27,0,201
27,0,3.5,27,0,201
27,0,3.6,27,0,201
29,0,4.1,29,0,201
35,0,4.2,35,0,201
37,0,4.3,37,0,201
38,0,4.4,38,0,201
39,0,4.5,39,0,201
43,0,4.6,43,0,201
43,0,5.1,43,0,201
44,0,5.2,40,0,201
44,1,5.3,39,1,201
45,1,5.4,39,1,201
46,1,5.5,40,1,201
52,1,5.6,45,1,201
53,1,6.1,42,1,201
56,1,6.2,41,1,201
57,1,6.3,42,1,201
57,1,6.4,42,1,201
58,1,6.5,43,1,201
59,1,6.6,40,1,201
59,1,7.1,40,1,201
59,1,7.2,40,1,201
60,1,7.3,41,1,201
66,1,7.4,47,1,201
67,1,7.5,47,1,201
67,1,7.6,47,1,201
67,1,8.1,46,1,201
71,1,8.2,49,1,201
75,1,8.3,52,1,201
76,1,8.4,49,1,201
77,1,8.5,50,1,201
77,1,8.6,50,1,201
78,1,9.1,49,1,201
79,1,9.2,44,1,201
80,1,9.3,43,1,201
81,1,9.4,43,1,201
85,1,9.5,46,1,201
86,1,9.5,43,1,201
86,1,9.6,43,1,201
87,1,10.0,43,1,201
93,1,10.1,49,0,201
93,2,10.2,48,1,201
94,2,10.3,48,1,201
95,2,10.4,43,1,201
96,2,10.5,43,1,201
97,2,10.6,41,1,201
97,2,11.1,40,1,201
97,2,11.2,40,1,201
103,2,11.3,45,1,201
103,2,11.4,44,1,201
104,2,11.5,45,1,201
108,2,11.6,49,1,201
109,2,12.1,49,1,201
110,2,12.2,44,1,201
111,2,12.3,44,1,201
112,2,12.4,45,1,201
113,2,12.4,46,1,201
114,2,12.5,43,1,201
115,2,12.6,40,1,201
116,2,13.1,40,1,201
117,2,13.2,40,1,201
118,2,13.3,41,1,201
119,2,13.4,41,1,201
120,2,13.5,41,1,201
124,2,13.6,44,1,201
125,2,14.1,44,1,201
131,2,14.2,46,1,201
133,2,14.3,47,1,201
139,2,14.4,53,1,201
140,2,14.5,53,1,201
141,2,14.6,48,1,201
142,2,15.1,49,0,201
146,2,15.2,52,0,201
147,2,15.3,52,0,201
151,2,15.4,55,0,201
153,2,15.5,56,0,201
157,2,15.6,60,0,201
158,2,16.0,61,0,201
159,2,16.1,56,0,201
165,2,16.2,62,0,201
166,2,16.3,62,0,201
167,2,16.4,59,0,201
167,3,16.5,58,1,201
167,3,16.6,57,1,201
167,3,17.1,56,1,201
168,3,17.2,56,1,201
168,4,17.3,55,2,201
169,4,17.4,55,2,201
169,4,17.5,54,2,201
169,5,17.6,53,3,201
171,5,18.1,54,3,201
172,5,18.2,54,3,201
178,5,18.3,59,3,201
179,5,18.4,59,3,201
185,5,18.5,61,3,201
186,5,18.6,61,3,201
188,5,19.0,57,3,201
188,5,19.1,55,3,201
188,5,19.2,49,3,201
189,5,19.3,49,3,201
195,5,19.4,54,3,201
201,5,19.5,59,3,201
201,6,19.6,55,4,201
0,0,0.1,0,0,138
1,0,0.2,1,0,138
1,0,0.3,1,0,138
7,0,0.4,7,0,138
7,0,0.5,7,0,138
7,0,0.6,7,0,138
7,0,1.1,7,0,138
7,0,1.2,7,0,138
7,0,1.3,7,0,138
8,0,1.4,8,0,138
8,0,1.5,8,0,138
8,0,1.6,8,0,138
9,0,2.1,9,0,138
9,0,2.2,9,0,138
10,0,2.3,10,0,138
14,0,2.4,14,0,138
15,0,2.5,15,0,138
21,0,2.6,21,0,138
21,0,3.1,21,0,138
22,0,3.2,22,0,138
23,0,3.3,23,0,138
23,0,3.4,23,0,138
24,0,3.5,24,0,138
25,0,3.6,25,0,138
29,0,4.1,29,0,138
29,1,4.2,29,1,138
29,1,4.3,29,1,138
29,2,4.4,29,2,138
29,2,4.5,29,2,138
29,2,4.6,29,2,138
33,2,5.1,33,2,138
37,2,5.2,36,2,138
38,2,5.3,37,2,138
38,2,5.4,31,2,138
38,2,5.5,31,2,138
39,2,5.6,32,2,138
39,2,6.1,32,2,138
40,2,6.1,33,2,138
44,2,6.2,37,2,138
44,2,6.3,36,2,138
44,2,6.4,36,2,138
44,2,6.5,36,2,138
45,2,6.6,36,2,138
46,2,7.1,37,2,138
46,2,7.2,36,2,138
46,2,7.3,32,2,138
46,2,7.4,31,2,138
47,2,7.5,26,2,138
48,2,7.6,27,2,138
49,2,8.1,27,2,138
50,2,8.2,27,2,138
50,2,8.3,27,2,138
51,2,8.4,27,2,138
51,2,8.5,26,2,138
52,2,8.6,23,2,138
52,2,9.1,23,1,138
53,2,9.2,24,1,138
53,2,9.3,24,0,138
54,2,9.4,25,0,138
54,2,9.5,25,0,138
55,2,9.6,22,0,138
56,2,10.1,19,0,138
57,2,10.2,19,0,138
58,2,10.2,20,0,138
62,2,10.3,24,0,138
66,2,10.4,27,0,138
67,2,10.5,28,0,138
67,2,10.6,27,0,138
69,2,11.1,25,0,138
73,2,11.2,29,0,138
74,2,11.3,30,0,138
75,2,11.4,31,0,138
76,2,11.5,31,0,138
77,2,11.6,31,0,138
83,2,12.1,37,0,138
84,2,12.2,38,0,138
84,2,12.3,38,0,138
85,2,12.4,38,0,138
86,2,12.5,38,0,138
92,2,12.6,43,0,138
93,2,13.1,43,0,138
95,2,13.2,45,0,138
96,2,13.3,45,0,138
97,2,13.4,46,0,138
97,2,13.5,45,0,138
101,2,13.6,49,0,138
102,2,14.0,49,0,138
103,2,14.1,50,0,138
104,2,14.2,50,0,138
104,3,14.3,50,1,138
105,3,14.4,50,1,138
105,3,14.5,49,1,138
107,3,14.6,50,1,138
108,3,15.1,50,1,138
108,3,15.2,46,1,138
112,3,15.3,46,1,138
113,3,15.4,46,1,138
113,3,15.5,46,1,138
114,3,15.6,45,1,138
115,3,16.1,42,1,138
115,4,16.2,41,2,138
115,4,16.3,40,2,138
116,4,16.4,40,2,138
116,4,16.5,39,2,138
117,4,16.6,34,2,138
118,4,17.1,34,2,138
119,4,17.2,35,2,138
119,4,17.3,34,2,138
121,4,17.4,35,2,138
122,4,17.5,30,2,138
123,4,17.6,30,2,138
124,4,18.1,29,2,138
125,4,18.2,29,2,138
126,4,18.3,29,2,138
128,4,18.4,31,2,138
130,4,18.5,29,2,138
131,4,18.6,29,2,138
132,4,19.1,29,2,138
134,4,19.2,30,2,138
136,4,19.3,32,1,138
137,4,19.4,32,1,138
137,4,19.5,32,1,138
138,4,19.6,31,1,138
0,0,0.1,0,0,142
0,0,0.2,0,0,142
0,0,0.3,0,0,142
1,0,0.4,1,0,142
3,0,0.4,3,0,142
4,0,0.5,4,0,142
8,0,0.6,8,0,142
10,0,1.1,10,0,142
14,0,1.2,14,0,142
14,1,1.3,14,1,142
14,1,1.4,14,1,142
14,1,1.5,14,1,142
14,1,1.6,14,1,142
15,1,2.1,15,1,142
19,1,2.2,19,1,142
19,1,2.3,19,1,142
20,1,2.3,20,1,142
20,1,2.4,20,1,142
20,1,2.5,20,1,142
21,1,2.6,21,1,142
22,1,3.1,22,1,142
22,1,3.2,22,1,142
22,1,3.3,22,1,142
26,1,3.4,26,1,142
27,1,3.5,27,1,142
28,1,3.6,28,1,142
29,1,4.1,29,1,142
33,1,4.2,33,1,142
33,1,4.3,33,1,142
34,1,4.4,34,1,142
36,1,4.4,36,1,142
40,1,4.5,40,1,142
40,1,4.6,40,1,142
41,1,5.1,40,1,142
41,1,5.2,38,1,142
41,1,5.3,37,1,142
41,2,5.4,33,2,142
41,2,5.5,31,2,142
41,2,5.6,27,2,142
41,2,6.1,27,1,142
42,2,6.2,28,1,142
43,2,6.3,29,1,142
49,2,6.4,35,1,142
50,2,6.5,35,1,142
50,2,6.6,31,1,142
51,2,7.1,32,1,142
51,2,7.2,31,1,142
57,2,7.3,37,1,142
57,2,7.4,37,1,142
57,2,7.5,36,1,142
58,2,7.6,36,1,142
64,2,8.1,42,1,142
64,2,8.2,42,1,142
64,3,8.3,38,2,142
64,3,8.4,37,2,142
64,3,8.5,36,2,142
65,3,8.6,36,2,142
66,3,9.1,33,2,142
72,3,9.2,39,2,142
73,3,9.3,39,2,142
73,3,9.4,37,2,142
73,3,9.5,33,2,142
77,3,9.6,37,2,142
78,3,10.1,37,2,142
78,3,10.2,37,2,142
82,3,10.3,41,2,142
83,3,10.4,42,1,142
84,3,10.5,43,1,142
84,3,10.6,43,1,142
85,3,11.1,44,1,142
86,3,11.2,44,1,142
90,3,11.3,47,1,142
94,3,11.4,45,1,142
95,3,11.5,45,1,142
96,3,11.6,46,1,142
97,3,12.1,46,1,142
97,3,12.2,46,1,142
98,3,12.3,41,1,142
98,4,12.4,41,2,142
99,4,12.5,42,2,142
100,4,12.6,42,2,142
104,4,13.1,40,2,142
104,5,13.2,40,3,142
104,5,13.3,40,2,142
106,5,13.4,42,2,142
107,5,13.5,43,2,142
108,5,13.6,43,2,142
108,5,14.1,42,2,142
108,5,14.2,36,2,142
109,5,14.3,36,2,142
109,5,14.4,36,2,142
109,5,14.5,36,2,142
109,5,14.6,32,2,142
110,5,15.1,32,2,142
110,5,15.2,32,2,142
111,5,15.3,29,2,142
111,5,15.4,28,2,142
113,5,15.5,29,2,142
114,5,15.6,30,2,142
118,5,16.1,33,2,142
119,5,16.2,33,2,142
119,5,16.3,29,2,142
120,5,16.4,26,2,142
124,5,16.5,29,2,142
126,5,16.6,30,2,142
126,5,17.1,29,2,142
128,5,17.2,31,2,142
128,5,17.3,30,2,142
128,5,17.4,30,1,142
129,5,17.5,30,1,142
129,5,17.6,29,1,142
129,6,18.1,25,2,142
131,6,18.2,27,1,142
131,6,18.3,27,1,142
132,6,18.3,26,1,142
133,6,18.4,26,1,142
135,6,18.5,27,1,142
136,6,18.6,28,1,142
137,6,19.0,29,1,142
137,6,19.1,28,1,142
138,6,19.2,29,1,142
139,7,19.3,30,2,142
140,7,19.4,31,2,142
141,7,19.4,31,2,142
142,7,19.5,32,2,142
142,8,19.6,31,3,142
1,0,0.1,1,0,178
1,0,0.2,1,0,178
1,0,0.3,1,0,178
1,0,0.4,1,0,178
2,0,0.5,2,0,178
4,0,0.6,4,0,178
4,0,1.1,4,0,178
4,0,1.2,4,0,178
4,0,1.3,4,0,178
4,0,1.4,4,0,178
4,0,1.5,4,0,178
8,0,1.6,8,0,178
9,0,2.1,9,0,178
10,0,2.2,10,0,178
10,0,2.3,10,0,178
13,0,2.4,13,0,178
13,0,2.5,13,0,178
14,0,2.6,14,0,178
18,0,3.1,18,0,178
18,0,3.2,18,0,178
19,0,3.3,19,0,178
19,0,3.4,19,0,178
20,0,3.4,20,0,178
21,0,3.5,21,0,178
21,0,3.6,21,0,178
25,0,4.1,25,0,178
25,0,4.2,25,0,178
26,0,4.3,26,0,178
30,0,4.4,30,0,178
34,0,4.5,34,0,178
34,0,4.6,33,0,178
35,0,5.1,34,0,178
39,0,5.2,38,0,178
39,0,5.3,38,0,178
40,0,5.3,38,0,178
40,0,5.4,36,0,178
41,0,5.5,37,0,178
42,0,5.6,38,0,178
43,0,6.1,39,0,178
47,0,6.2,43,0,178
48,0,6.3,44,0,178
50,0,6.4,42,0,178
50,0,6.5,41,0,178
54,0,6.6,44,0,178
56,0,7.1,46,0,178
58,0,7.2,45,0,178
58,0,7.3,45,0,178
59,0,7.4,45,0,178
63,0,7.5,45,0,178
64,0,7.6,46,0,178
65,0,8.1,46,0,178
66,0,8.2,47,0,178
67,0,8.3,47,0,178
68,0,8.4,47,0,178
69,0,8.5,48,0,178
70,0,8.6,45,0,178
71,0,9.1,46,0,178
72,0,9.2,46,0,178
73,0,9.3,43,0,178
74,0,9.4,40,0,178
75,0,9.5,41,0,178
76,0,9.6,41,0,178
82,0,10.1,43,0,178
82,0,10.2,43,0,178
83,0,10.3,43,0,178
84,0,10.4,44,0,178
85,0,10.4,44,0,178
85,0,10.5,43,0,178
86,0,10.6,43,0,178
88,0,11.1,41,0,178
94,0,11.2,46,0,178
95,0,11.3,45,0,178
95,0,11.4,45,0,178
95,0,11.5,41,0,178
96,0,11.6,40,0,178
98,0,12.1,40,0,178
104,0,12.2,46,0,178
105,0,12.3,46,0,178
106,0,12.4,43,0,178
107,0,12.5,43,0,178
107,0,12.6,42,0,178
113,0,13.1,47,0,178
115,0,13.2,48,0,178
116,0,13.3,48,0,178
118,0,13.4,49,0,178
119,0,13.5,49,0,178
119,0,13.6,48,0,178
120,0,14.1,48,0,178
120,0,14.2,47,0,178
120,1,14.3,46,1,178
121,1,14.4,46,1,178
122,1,14.5,46,1,178
122,2,14.6,40,2,178
122,2,15.1,40,2,178
123,2,15.2,40,2,178
123,2,15.3,39,2,178
129,2,15.4,44,2,178
130,2,15.5,45,2,178
134,2,15.6,48,2,178
135,2,16.1,47,2,178
135,2,16.2,41,2,178
135,2,16.3,40,2,178
141,2,16.4,46,2,178
141,2,16.5,46,2,178
141,2,16.6,45,2,178
143,2,17.1,45,2,178
143,2,17.2,39,2,178
144,2,17.3,39,2,178
144,2,17.4,38,2,178
148,2,17.5,41,2,178
149,2,17.6,42,2,178
150,2,18.1,37,2,178
151,2,18.2,36,2,178
157,2,18.3,41,2,178
158,2,18.4,40,2,178
160,2,18.5,41,2,178
161,2,18.6,42,2,178
162,2,19.1,42,2,178
168,2,19.2,48,2,178
174,2,19.3,54,1,178
174,2,19.4,53,1,178
178,2,19.5,56,1,178
178,3,19.6,56,1,178
1,0,0.1,1,0,164
1,0,0.2,1,0,164
1,0,0.3,1,0,164
2,0,0.4,2,0,164
6,0,0.5,6,0,164
6,0,0.6,6,0,164
6,0,1.1,6,0,164
10,0,1.2,10,0,164
11,0,1.3,11,0,164
11,0,1.4,11,0,164
11,0,1.5,11,0,164
11,0,1.6,11,0,164
12,0,2.1,12,0,164
13,0,2.1,13,0,164
